name,|V|,SelfOpp,Opp,IsUndAT,UndGrph,s,GvAb,|T_v:G_v|,|A_v:G_v|,Solv,Rad,AtNo,AtTy,|AltCyc|,AltExp,AltPer,AltSeq,IsGWD
ATD[610;6],610,no,ATD[610;5],no,HAT[610;3],1,Ab,0,1,solv,61,61,tight,10,1,10,[61],no
ATD[610;7],610,no,ATD[610;8],no,HAT[610;4],1,Ab,0,1,solv,61,61,tight,10,1,10,[61],no
ATD[610;8],610,no,ATD[610;7],no,HAT[610;4],1,Ab,0,1,solv,61,61,tight,10,1,10,[61],no
ATD[610;9],610,yes,ATD[610;9],yes,GHAT[610;1],1,Ab,2,2,solv,61,61,tight,10,1,10,[61],no
ATD[610;10],610,yes,ATD[610;10],yes,GHAT[610;1],1,Ab,2,2,solv,5,5,tight,122,1,122,[5],no
ATD[610;11],610,yes,ATD[610;11],yes,GHAT[610;1],1,Ab,2,2,solv,305,610,---,2,1,2,[305],no
ATD[610;12],610,yes,ATD[610;12],yes,GHAT[610;2],1,Ab,2,2,solv,61,61,tight,10,1,10,[61],no
ATD[610;13],610,yes,ATD[610;13],yes,GHAT[610;3],1,Ab,2,2,solv,5,5,tight,122,1,122,[5],no
ATD[610;14],610,yes,ATD[610;14],yes,GHAT[610;4],1,Ab,2,2,solv,305,610,---,2,1,2,[305],no
ATD[610;15],610,yes,ATD[610;15],yes,GHAT[610;5],1,Ab,2,2,solv,305,610,---,2,1,2,[305],no
ATD[610;16],610,yes,ATD[610;16],yes,GWG(305;1),304,Ab,2,2,solv,2,2,tight,305,1,305,[2],yes
ATD[611;1],611,yes,ATD[611;1],yes,GHAT[611;1],1,Ab,2,2,solv,13,13,tight,47,1,47,[13],no
ATD[611;2],611,yes,ATD[611;2],yes,GHAT[611;1],1,Ab,2,2,solv,47,47,tight,13,1,13,[47],no
ATD[612;1],612,no,ATD[612;2],no,HAT[612;1],1,Ab,0,1,solv,51,17,---,12,2,4,[51;153],no
ATD[612;2],612,no,ATD[612;1],no,HAT[612;1],1,Ab,0,1,solv,51,17,---,12,2,4,[51;153],no
ATD[612;3],612,no,ATD[612;4],no,HAT[612;2],1,Ab,0,1,solv,51,17,---,12,2,4,[51;153],no
ATD[612;4],612,no,ATD[612;3],no,HAT[612;2],1,Ab,0,1,solv,51,17,---,12,2,4,[51;153],no
ATD[612;5],612,no,ATD[612;6],no,HAT[612;3],1,Ab,0,1,solv,51,51,tight,12,1,12,[51],no
ATD[612;6],612,no,ATD[612;5],no,HAT[612;3],1,Ab,0,1,solv,51,51,tight,12,1,12,[51],no
ATD[612;7],612,no,ATD[612;8],no,HAT[612;4],1,Ab,0,1,solv,153,153,tight,4,1,4,[153],no
ATD[612;8],612,no,ATD[612;7],no,HAT[612;4],1,Ab,0,1,solv,153,153,tight,4,1,4,[153],no
ATD[612;9],612,no,ATD[612;10],no,HAT[612;5],1,Ab,0,1,solv,17,17,tight,36,1,36,[17],no
ATD[612;10],612,no,ATD[612;9],no,HAT[612;5],1,Ab,0,1,solv,17,17,tight,36,1,36,[17],no
ATD[612;11],612,yes,ATD[612;11],yes,GHAT[612;1],1,Ab,2,4,solv,34,17,---,18,3,2,[34;102;306],no
ATD[612;12],612,yes,ATD[612;12],yes,GHAT[612;1],1,Ab,2,4,solv,102,102,tight,6,1,6,[102],no
ATD[612;13],612,yes,ATD[612;13],yes,GHAT[612;1],2,Ab,2,2,solv,3,1,loose,204,2,68,[3;9],no
ATD[612;14],612,yes,ATD[612;14],yes,GHAT[612;2],1,Ab,2,2,solv,2,1,loose,306,3,34,[2;6;18],no
ATD[612;15],612,yes,ATD[612;15],yes,GHAT[612;2],1,Ab,2,2,solv,51,17,---,12,2,4,[51;153],no
ATD[612;16],612,yes,ATD[612;16],yes,GHAT[612;2],1,Ab,2,2,solv,34,17,---,18,3,2,[34;102;306],no
ATD[612;17],612,yes,ATD[612;17],yes,GHAT[612;3],1,Ab,2,2,solv,51,17,---,12,2,4,[51;153],no
ATD[612;18],612,yes,ATD[612;18],yes,GHAT[612;4],1,Ab,2,2,solv,3,1,loose,204,2,68,[3;9],no
ATD[612;19],612,yes,ATD[612;19],yes,GHAT[612;5],1,Ab,2,2,solv,34,17,---,18,2,9,[34;68],no
ATD[612;20],612,yes,ATD[612;20],yes,GHAT[612;5],1,Ab,2,2,solv,9,3,---,68,2,17,[9;36],no
ATD[612;21],612,yes,ATD[612;21],yes,GHAT[612;6],1,Ab,2,2,solv,3,1,loose,204,2,51,[3;12],no
ATD[612;22],612,yes,ATD[612;22],yes,GHAT[612;6],1,Ab,2,2,solv,102,51,---,6,2,3,[102;204],no
ATD[612;23],612,yes,ATD[612;23],yes,GHAT[612;7],1,Ab,2,2,solv,51,17,---,12,2,3,[51;204],no
ATD[612;24],612,yes,ATD[612;24],yes,GHAT[612;7],1,Ab,2,2,solv,6,3,---,102,2,51,[6;12],no
ATD[612;25],612,yes,ATD[612;25],yes,GHAT[612;8],1,Ab,2,2,solv,17,17,tight,36,1,36,[17],no
ATD[612;26],612,yes,ATD[612;26],yes,GHAT[612;8],1,Ab,2,2,solv,306,612,---,2,1,2,[306],no
ATD[612;27],612,yes,ATD[612;27],yes,GHAT[612;8],1,Ab,2,2,solv,18,18,tight,34,1,34,[18],no
ATD[612;28],612,yes,ATD[612;28],yes,GHAT[612;9],1,Ab,2,2,solv,17,17,tight,36,1,36,[17],no
ATD[612;29],612,yes,ATD[612;29],yes,GHAT[612;10],1,Ab,2,2,solv,102,68,---,6,2,2,[102;306],no
ATD[612;30],612,yes,ATD[612;30],yes,GHAT[612;10],1,Ab,2,2,solv,3,3,tight,204,1,204,[3],no
ATD[612;31],612,yes,ATD[612;31],yes,GHAT[612;10],1,Ab,2,2,solv,102,102,tight,6,1,6,[102],no
ATD[612;32],612,yes,ATD[612;32],yes,GHAT[612;11],1,Ab,2,2,solv,102,102,tight,6,1,6,[102],no
ATD[612;33],612,yes,ATD[612;33],yes,GHAT[612;11],1,Ab,2,2,solv,6,2,antipodal,102,2,34,[6;18],no
ATD[612;34],612,yes,ATD[612;34],yes,GHAT[612;11],1,Ab,2,2,solv,51,51,tight,12,1,12,[51],no
ATD[612;35],612,yes,ATD[612;35],yes,GHAT[612;12],1,Ab,2,2,solv,102,68,---,6,2,2,[102;306],no
ATD[612;36],612,yes,ATD[612;36],yes,GHAT[612;12],1,Ab,2,2,solv,6,6,tight,102,1,102,[6],no
ATD[612;37],612,yes,ATD[612;37],yes,GHAT[612;12],1,Ab,2,2,solv,51,51,tight,12,1,12,[51],no
ATD[612;38],612,yes,ATD[612;38],yes,GHAT[612;13],1,Ab,2,2,solv,9,9,tight,68,1,68,[9],no
ATD[612;39],612,yes,ATD[612;39],yes,GHAT[612;13],1,Ab,2,2,solv,34,34,tight,18,1,18,[34],no
ATD[612;40],612,yes,ATD[612;40],yes,GHAT[612;13],1,Ab,2,2,solv,306,612,---,2,1,2,[306],no
ATD[612;41],612,yes,ATD[612;41],yes,GHAT[612;14],1,Ab,2,2,solv,153,153,tight,4,1,4,[153],no
ATD[612;42],612,yes,ATD[612;42],yes,GHAT[612;14],1,Ab,2,2,solv,34,34,tight,18,1,18,[34],no
ATD[612;43],612,yes,ATD[612;43],yes,GHAT[612;14],1,Ab,2,2,solv,18,18,tight,34,1,34,[18],no
ATD[612;44],612,yes,ATD[612;44],yes,GHAT[612;15],1,Ab,2,2,solv,51,17,---,12,2,4,[51;153],no
ATD[612;45],612,yes,ATD[612;45],yes,GHAT[612;15],1,Ab,2,2,solv,102,102,tight,6,1,6,[102],no
ATD[612;46],612,yes,ATD[612;46],yes,GHAT[612;15],1,Ab,2,2,solv,6,6,tight,102,1,102,[6],no
ATD[612;47],612,yes,ATD[612;47],yes,GHAT[612;16],1,Ab,2,2,solv,51,17,---,12,2,4,[51;153],no
ATD[612;48],612,yes,ATD[612;48],yes,GHAT[612;17],2,Ab,2,2,n-solv,2,1,loose,306,3,1,[2;6;612],no
ATD[612;49],612,yes,ATD[612;49],yes,GHAT[612;18],3,n-Ab,2,2,n-solv,3,2,antipodal,204,2,2,[3;306],no
ATD[612;50],612,yes,ATD[612;50],yes,GWG(153;2),1,Ab,2,2^151,solv,153,102,---,4,2,1,[153;612],no
ATD[612;51],612,yes,ATD[612;51],yes,GWG(306;1),1,Ab,2,2^305,solv,153,153,tight,4,1,4,[153],no
ATD[612;52],612,yes,ATD[612;52],yes,GWG(306;1),1,Ab,2,2^305,solv,306,612,---,2,1,2,[306],no
ATD[612;53],612,yes,ATD[612;53],yes,GWG(153;2),151,Ab,2,2,solv,2,1,loose,306,2,153,[2;4],yes
ATD[612;54],612,yes,ATD[612;54],yes,GWG(306;1),305,Ab,2,2,solv,2,2,tight,306,1,306,[2],yes
ATD[614;1],614,yes,ATD[614;1],yes,GWG(307;1),306,Ab,2,2,solv,2,2,tight,307,1,307,[2],yes
ATD[615;1],615,no,ATD[615;2],no,HAT[615;1],1,Ab,0,1,solv,41,41,tight,15,1,15,[41],no
ATD[615;2],615,no,ATD[615;1],no,HAT[615;1],1,Ab,0,1,solv,41,41,tight,15,1,15,[41],no
ATD[615;3],615,no,ATD[615;4],no,HAT[615;2],1,Ab,0,1,solv,41,41,tight,15,1,15,[41],no
ATD[615;4],615,no,ATD[615;3],no,HAT[615;2],1,Ab,0,1,solv,41,41,tight,15,1,15,[41],no
ATD[615;5],615,no,ATD[615;6],no,HAT[615;3],1,Ab,0,1,solv,123,123,tight,5,1,5,[123],no
ATD[615;6],615,no,ATD[615;5],no,HAT[615;3],1,Ab,0,1,solv,123,123,tight,5,1,5,[123],no
ATD[615;7],615,no,ATD[615;8],no,HAT[615;4],1,Ab,0,1,solv,123,123,tight,5,1,5,[123],no
ATD[615;8],615,no,ATD[615;7],no,HAT[615;4],1,Ab,0,1,solv,123,123,tight,5,1,5,[123],no
ATD[615;9],615,yes,ATD[615;9],yes,GHAT[615;1],1,Ab,2,2,solv,15,15,tight,41,1,41,[15],no
ATD[615;10],615,yes,ATD[615;10],yes,GHAT[615;1],1,Ab,2,2,solv,41,41,tight,15,1,15,[41],no
ATD[615;11],615,yes,ATD[615;11],yes,GHAT[615;2],1,Ab,2,2,solv,5,5,tight,123,1,123,[5],no
ATD[615;12],615,yes,ATD[615;12],yes,GHAT[615;2],1,Ab,2,2,solv,123,123,tight,5,1,5,[123],no
ATD[615;13],615,yes,ATD[615;13],yes,GHAT[615;3],1,Ab,2,2,solv,205,205,tight,3,1,3,[205],no
ATD[615;14],615,yes,ATD[615;14],yes,GHAT[615;3],1,Ab,2,2,solv,3,3,tight,205,1,205,[3],no
ATD[616;1],616,no,ATD[616;2],no,HAT[616;1],1,Ab,0,1,solv,22,11,---,28,3,7,[22;44;88],no
ATD[616;2],616,no,ATD[616;1],no,HAT[616;1],1,Ab,0,1,solv,22,11,---,28,3,7,[22;44;88],no
ATD[616;3],616,yes,ATD[616;3],yes,GHAT[616;1],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;4],616,yes,ATD[616;4],yes,GHAT[616;1],1,Ab,2,2,solv,11,11,tight,56,1,56,[11],no
ATD[616;5],616,yes,ATD[616;5],yes,GHAT[616;1],1,Ab,2,2,solv,28,28,tight,22,1,22,[28],no
ATD[616;6],616,yes,ATD[616;6],yes,GHAT[616;2],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;7],616,yes,ATD[616;7],yes,GHAT[616;2],1,Ab,2,2,solv,7,7,tight,88,1,88,[7],no
ATD[616;8],616,yes,ATD[616;8],yes,GHAT[616;2],1,Ab,2,2,solv,44,44,tight,14,1,14,[44],no
ATD[616;9],616,yes,ATD[616;9],yes,GHAT[616;3],1,Ab,2,2,solv,44,44,tight,14,1,14,[44],no
ATD[616;10],616,yes,ATD[616;10],yes,GHAT[616;3],1,Ab,2,2,solv,28,28,tight,22,1,22,[28],no
ATD[616;11],616,yes,ATD[616;11],yes,GHAT[616;3],1,Ab,2,2,solv,77,77,tight,8,1,8,[77],no
ATD[616;12],616,yes,ATD[616;12],yes,GHAT[616;4],1,Ab,2,2,solv,4,4,tight,154,1,154,[4],no
ATD[616;13],616,yes,ATD[616;13],yes,GHAT[616;4],1,Ab,2,2,solv,77,77,tight,8,1,8,[77],no
ATD[616;14],616,yes,ATD[616;14],yes,GHAT[616;4],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;15],616,yes,ATD[616;15],yes,GHAT[616;5],1,Ab,2,2,solv,14,14,tight,44,1,44,[14],no
ATD[616;16],616,yes,ATD[616;16],yes,GHAT[616;5],1,Ab,2,2,solv,22,22,tight,28,1,28,[22],no
ATD[616;17],616,yes,ATD[616;17],yes,GHAT[616;5],1,Ab,2,2,solv,154,154,tight,4,1,4,[154],no
ATD[616;18],616,yes,ATD[616;18],yes,GHAT[616;6],1,Ab,2,2,solv,28,28,tight,22,1,22,[28],no
ATD[616;19],616,yes,ATD[616;19],yes,GHAT[616;6],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;20],616,yes,ATD[616;20],yes,GHAT[616;6],1,Ab,2,2,solv,22,22,tight,28,1,28,[22],no
ATD[616;21],616,yes,ATD[616;21],yes,GHAT[616;7],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;22],616,yes,ATD[616;22],yes,GHAT[616;7],1,Ab,2,2,solv,14,14,tight,44,1,44,[14],no
ATD[616;23],616,yes,ATD[616;23],yes,GHAT[616;7],1,Ab,2,2,solv,44,44,tight,14,1,14,[44],no
ATD[616;24],616,yes,ATD[616;24],yes,GHAT[616;8],1,Ab,2,2,solv,4,4,tight,154,1,154,[4],no
ATD[616;25],616,yes,ATD[616;25],yes,GHAT[616;8],1,Ab,2,2,solv,154,154,tight,4,1,4,[154],no
ATD[616;26],616,yes,ATD[616;26],yes,GHAT[616;8],1,Ab,2,2,solv,308,616,---,2,1,2,[308],no
ATD[616;27],616,yes,ATD[616;27],yes,GHAT[616;9],1,Ab,2,2,solv,28,28,tight,22,1,22,[28],no
ATD[616;28],616,yes,ATD[616;28],yes,GHAT[616;9],1,Ab,2,2,solv,44,44,tight,14,1,14,[44],no
ATD[616;29],616,yes,ATD[616;29],yes,GHAT[616;9],1,Ab,2,2,solv,154,154,tight,4,1,4,[154],no
ATD[616;30],616,yes,ATD[616;30],yes,GWG(308;1),1,Ab,2,2^307,solv,154,154,tight,4,1,4,[154],no
ATD[616;31],616,yes,ATD[616;31],yes,GWG(308;1),1,Ab,2,2^307,solv,308,616,---,2,1,2,[308],no
ATD[616;32],616,yes,ATD[616;32],yes,GWG(77;3),74,Ab,2,2,solv,2,1,loose,308,3,77,[2;4;8],yes
ATD[616;33],616,yes,ATD[616;33],yes,GWG(154;2),152,Ab,2,2,solv,2,1,loose,308,2,154,[2;4],yes
ATD[616;34],616,yes,ATD[616;34],yes,GWG(308;1),307,Ab,2,2,solv,2,2,tight,308,1,308,[2],yes
ATD[618;1],618,no,ATD[618;2],no,HAT[618;1],1,Ab,0,1,solv,103,103,tight,6,1,6,[103],no
ATD[618;2],618,no,ATD[618;1],no,HAT[618;1],1,Ab,0,1,solv,103,103,tight,6,1,6,[103],no
ATD[618;3],618,yes,ATD[618;3],yes,GHAT[618;1],1,Ab,2,2,solv,3,3,tight,206,1,206,[3],no
ATD[618;4],618,yes,ATD[618;4],yes,GHAT[618;1],1,Ab,2,2,solv,309,618,---,2,1,2,[309],no
ATD[618;5],618,yes,ATD[618;5],yes,GHAT[618;1],1,Ab,2,2,solv,103,103,tight,6,1,6,[103],no
ATD[618;6],618,yes,ATD[618;6],yes,GWG(309;1),308,Ab,2,2,solv,2,2,tight,309,1,309,[2],yes
ATD[620;1],620,no,ATD[620;2],no,HAT[620;1],1,Ab,0,1,solv,31,31,tight,20,1,20,[31],no
ATD[620;2],620,no,ATD[620;1],no,HAT[620;1],1,Ab,0,1,solv,31,31,tight,20,1,20,[31],no
ATD[620;3],620,no,ATD[620;4],no,HAT[620;2],1,Ab,0,1,solv,31,31,tight,20,1,20,[31],no
ATD[620;4],620,no,ATD[620;3],no,HAT[620;2],1,Ab,0,1,solv,31,31,tight,20,1,20,[31],no
ATD[620;5],620,no,ATD[620;6],no,HAT[620;3],1,Ab,0,1,solv,155,155,tight,4,1,4,[155],no
ATD[620;6],620,no,ATD[620;5],no,HAT[620;3],1,Ab,0,1,solv,155,155,tight,4,1,4,[155],no
ATD[620;7],620,no,ATD[620;8],no,HAT[620;4],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;8],620,no,ATD[620;7],no,HAT[620;4],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;9],620,no,ATD[620;10],no,HAT[620;5],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;10],620,no,ATD[620;9],no,HAT[620;5],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;11],620,no,ATD[620;12],no,HAT[620;6],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;12],620,no,ATD[620;11],no,HAT[620;6],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;13],620,no,ATD[620;14],no,HAT[620;7],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;14],620,no,ATD[620;13],no,HAT[620;7],1,Ab,0,1,solv,62,62,tight,10,1,10,[62],no
ATD[620;15],620,yes,ATD[620;15],yes,GHAT[620;1],1,Ab,2,2,solv,31,31,tight,20,1,20,[31],no
ATD[620;16],620,yes,ATD[620;16],yes,GHAT[620;1],1,Ab,2,2,solv,310,620,---,2,1,2,[310],no
ATD[620;17],620,yes,ATD[620;17],yes,GHAT[620;1],1,Ab,2,2,solv,10,10,tight,62,1,62,[10],no
ATD[620;18],620,yes,ATD[620;18],yes,GHAT[620;2],1,Ab,2,2,solv,5,5,tight,124,1,124,[5],no
ATD[620;19],620,yes,ATD[620;19],yes,GHAT[620;3],1,Ab,2,2,solv,5,5,tight,124,1,124,[5],no
ATD[620;20],620,yes,ATD[620;20],yes,GHAT[620;3],1,Ab,2,2,solv,310,620,---,2,1,2,[310],no
ATD[620;21],620,yes,ATD[620;21],yes,GHAT[620;3],1,Ab,2,2,solv,62,62,tight,10,1,10,[62],no
ATD[620;22],620,yes,ATD[620;22],yes,GHAT[620;4],1,Ab,2,2,solv,62,62,tight,10,1,10,[62],no
ATD[620;23],620,yes,ATD[620;23],yes,GHAT[620;4],1,Ab,2,2,solv,10,10,tight,62,1,62,[10],no
ATD[620;24],620,yes,ATD[620;24],yes,GHAT[620;4],1,Ab,2,2,solv,155,155,tight,4,1,4,[155],no
ATD[620;25],620,yes,ATD[620;25],yes,GWG(310;1),1,Ab,2,2^309,solv,155,155,tight,4,1,4,[155],no
ATD[620;26],620,yes,ATD[620;26],yes,GWG(310;1),1,Ab,2,2^309,solv,310,620,---,2,1,2,[310],no
ATD[620;27],620,yes,ATD[620;27],yes,GWG(155;2),153,Ab,2,2,solv,2,1,loose,310,2,155,[2;4],yes
ATD[620;28],620,yes,ATD[620;28],yes,GWG(310;1),309,Ab,2,2,solv,2,2,tight,310,1,310,[2],yes
ATD[621;1],621,no,ATD[621;2],no,HAT[621;1],1,Ab,0,1,solv,9,9,tight,69,1,69,[9],no
ATD[621;2],621,no,ATD[621;1],no,HAT[621;1],1,Ab,0,1,solv,9,9,tight,69,1,69,[9],no
ATD[621;3],621,no,ATD[621;4],no,HAT[621;2],1,Ab,0,1,solv,207,207,tight,3,1,3,[207],no
ATD[621;4],621,no,ATD[621;3],no,HAT[621;2],1,Ab,0,1,solv,207,207,tight,3,1,3,[207],no
ATD[621;5],621,yes,ATD[621;5],yes,GHAT[621;1],1,Ab,2,2,solv,27,27,tight,23,1,23,[27],no
ATD[621;6],621,yes,ATD[621;6],yes,GHAT[621;1],1,Ab,2,2,solv,23,23,tight,27,1,27,[23],no
ATD[621;7],621,yes,ATD[621;7],yes,GHAT[621;2],1,Ab,2,2,solv,207,207,tight,3,1,3,[207],no
ATD[621;8],621,yes,ATD[621;8],yes,GHAT[621;2],1,Ab,2,2,solv,3,3,tight,207,1,207,[3],no
ATD[621;9],621,yes,ATD[621;9],yes,GHAT[621;3],1,Ab,2,2,solv,69,69,tight,9,1,9,[69],no
ATD[621;10],621,yes,ATD[621;10],yes,GHAT[621;3],1,Ab,2,2,solv,9,9,tight,69,1,69,[9],no
ATD[621;11],621,yes,ATD[621;11],yes,GHAT[621;4],1,Ab,2,2,solv,3,1,loose,207,2,69,[3;9],no
ATD[621;12],621,yes,ATD[621;12],yes,GHAT[621;4],1,Ab,2,2,solv,69,23,---,9,2,3,[69;207],no
ATD[622;1],622,yes,ATD[622;1],yes,GWG(311;1),310,Ab,2,2,solv,2,2,tight,311,1,311,[2],yes
ATD[623;1],623,yes,ATD[623;1],yes,GHAT[623;1],1,Ab,2,2,solv,7,7,tight,89,1,89,[7],no
ATD[623;2],623,yes,ATD[623;2],yes,GHAT[623;1],1,Ab,2,2,solv,89,89,tight,7,1,7,[89],no
ATD[624;1],624,no,ATD[624;2],no,HAT[624;1],1,Ab,0,1,solv,52,13,---,12,2,3,[52;208],no
ATD[624;2],624,no,ATD[624;1],no,HAT[624;1],1,Ab,0,1,solv,52,13,---,12,2,3,[52;208],no
ATD[624;3],624,no,ATD[624;4],no,HAT[624;2],1,Ab,0,1,solv,26,13,---,24,2,12,[26;52],no
ATD[624;4],624,no,ATD[624;3],no,HAT[624;2],1,Ab,0,1,solv,26,13,---,24,2,12,[26;52],no
ATD[624;5],624,no,ATD[624;6],no,HAT[624;3],1,Ab,0,1,solv,26,13,---,24,2,12,[26;52],no
ATD[624;6],624,no,ATD[624;5],no,HAT[624;3],1,Ab,0,1,solv,26,13,---,24,2,12,[26;52],no
ATD[624;7],624,no,ATD[624;8],no,HAT[624;4],1,Ab,0,1,solv,39,13,---,16,2,4,[39;156],no
ATD[624;8],624,no,ATD[624;7],no,HAT[624;4],1,Ab,0,1,solv,39,13,---,16,2,4,[39;156],no
ATD[624;9],624,no,ATD[624;10],no,HAT[624;5],1,Ab,0,1,solv,26,13,---,24,3,6,[26;52;104],no
ATD[624;10],624,no,ATD[624;9],no,HAT[624;5],1,Ab,0,1,solv,26,13,---,24,3,6,[26;52;104],no
ATD[624;11],624,no,ATD[624;12],no,HAT[624;6],1,Ab,0,1,solv,26,13,---,24,3,6,[26;52;104],no
ATD[624;12],624,no,ATD[624;11],no,HAT[624;6],1,Ab,0,1,solv,26,13,---,24,3,6,[26;52;104],no
ATD[624;13],624,no,ATD[624;14],no,HAT[624;7],1,Ab,0,1,solv,13,13,tight,48,1,48,[13],no
ATD[624;14],624,no,ATD[624;13],no,HAT[624;7],1,Ab,0,1,solv,13,13,tight,48,1,48,[13],no
ATD[624;15],624,no,ATD[624;16],no,HAT[624;8],1,Ab,0,1,solv,13,13,tight,48,1,48,[13],no
ATD[624;16],624,no,ATD[624;15],no,HAT[624;8],1,Ab,0,1,solv,13,13,tight,48,1,48,[13],no
ATD[624;17],624,no,ATD[624;18],no,HAT[624;9],1,Ab,0,1,solv,39,39,tight,16,1,16,[39],no
ATD[624;18],624,no,ATD[624;17],no,HAT[624;9],1,Ab,0,1,solv,39,39,tight,16,1,16,[39],no
ATD[624;19],624,no,ATD[624;20],no,HAT[624;10],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;20],624,no,ATD[624;19],no,HAT[624;10],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;21],624,no,ATD[624;22],no,HAT[624;11],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;22],624,no,ATD[624;21],no,HAT[624;11],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;23],624,no,ATD[624;24],no,HAT[624;12],1,Ab,0,1,solv,78,78,tight,8,1,8,[78],no
ATD[624;24],624,no,ATD[624;23],no,HAT[624;12],1,Ab,0,1,solv,78,78,tight,8,1,8,[78],no
ATD[624;25],624,no,ATD[624;26],no,HAT[624;13],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;26],624,no,ATD[624;25],no,HAT[624;13],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;27],624,no,ATD[624;28],no,HAT[624;14],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;28],624,no,ATD[624;27],no,HAT[624;14],1,Ab,0,1,solv,26,26,tight,24,1,24,[26],no
ATD[624;29],624,no,ATD[624;30],no,HAT[624;15],1,Ab,0,1,solv,78,78,tight,8,1,8,[78],no
ATD[624;30],624,no,ATD[624;29],no,HAT[624;15],1,Ab,0,1,solv,78,78,tight,8,1,8,[78],no
ATD[624;31],624,no,ATD[624;32],no,HAT[624;16],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;32],624,no,ATD[624;31],no,HAT[624;16],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;33],624,no,ATD[624;34],no,HAT[624;17],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;34],624,no,ATD[624;33],no,HAT[624;17],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;35],624,no,ATD[624;36],no,HAT[624;18],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;36],624,no,ATD[624;35],no,HAT[624;18],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;37],624,no,ATD[624;38],no,HAT[624;19],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;38],624,no,ATD[624;37],no,HAT[624;19],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;39],624,no,ATD[624;40],no,HAT[624;20],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;40],624,no,ATD[624;39],no,HAT[624;20],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;41],624,no,ATD[624;42],no,HAT[624;21],1,Ab,0,1,solv,156,156,tight,4,1,4,[156],no
ATD[624;42],624,no,ATD[624;41],no,HAT[624;21],1,Ab,0,1,solv,156,156,tight,4,1,4,[156],no
ATD[624;43],624,no,ATD[624;44],no,HAT[624;22],1,Ab,0,1,solv,156,156,tight,4,1,4,[156],no
ATD[624;44],624,no,ATD[624;43],no,HAT[624;22],1,Ab,0,1,solv,156,156,tight,4,1,4,[156],no
ATD[624;45],624,no,ATD[624;46],no,HAT[624;23],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;46],624,no,ATD[624;45],no,HAT[624;23],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;47],624,no,ATD[624;48],no,HAT[624;24],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;48],624,no,ATD[624;47],no,HAT[624;24],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;49],624,no,ATD[624;50],no,HAT[624;25],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;50],624,no,ATD[624;49],no,HAT[624;25],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;51],624,no,ATD[624;52],no,HAT[624;26],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;52],624,no,ATD[624;51],no,HAT[624;26],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;53],624,no,ATD[624;54],no,HAT[624;27],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;54],624,no,ATD[624;53],no,HAT[624;27],1,Ab,0,1,solv,52,52,tight,12,1,12,[52],no
ATD[624;55],624,no,ATD[624;56],no,HAT[624;28],1,Ab,0,1,solv,156,156,tight,4,1,4,[156],no
