name,|V|,gir,bip,CayTy,|A_v|,[|G_v|],solv,[|ConCyc|]
GHAT[640;147],640,10,b,Cay,4,[2],solv,[10s;16c;16c]
GHAT[640;148],640,10,b,Cay,4,[2],solv,[10s;16c;16c]
GHAT[640;149],640,10,b,Cay,4,[2],solv,[16c;16c;20s]
GHAT[640;150],640,10,b,Cay,4,[2],solv,[16c;16c;20s]
GHAT[640;151],640,8,b,n-Cay,8,[4],solv,[8s;160s;160s]
GHAT[640;152],640,8,b,Cay,32,[16],solv,[8s;10s;20s]
GHAT[642;1],642,4,b,Circ,4,[2;2;2],solv,[6s;214s;642s]
GHAT[644;1],644,4,b,Circ,4,[2;2;2],solv,[28s;46s;644s]
GHAT[644;2],644,4,b,Circ,4,[2;2;2],solv,[14s;92s;644s]
GHAT[644;3],644,4,b,AbCay,4,[2;2;2],solv,[28s;92s;322s]
GHAT[645;1],645,4,nb,Circ,4,[2;2],solv,[30s;86s;645s]
GHAT[645;2],645,4,nb,Circ,4,[2;2],solv,[10s;258s;645s]
GHAT[645;3],645,4,nb,Circ,4,[2;2],solv,[6s;430s;645s]
GHAT[646;1],646,4,b,Circ,4,[2;2;2],solv,[34s;38s;646s]
GHAT[646;2],646,6,b,Cay,4,[2],solv,[34s;76c;76c]
GHAT[648;1],648,4,b,Cay,16,[2;2;8],solv,[4s;8s;12s]
GHAT[648;2],648,6,b,Cay,32,[2;2;16],solv,[6s;8s;24s]
GHAT[648;3],648,6,b,n-Cay,8,[4],solv,[6s;16c;16c]
GHAT[648;4],648,4,b,Cay,4,[2;2;2],solv,[4s;6s;18s]
GHAT[648;5],648,6,b,Cay,8,[2;4],solv,[6s;12s;12s]
GHAT[648;6],648,4,b,Cay,8,[2;4],solv,[4s;6s;36s]
GHAT[648;7],648,6,b,Cay,4,[2],solv,[6c;6c;12s]
GHAT[648;8],648,8,b,Cay,8,[2;4],solv,[12s;18s;36s]
GHAT[648;9],648,4,b,Cay,8,[2;4],solv,[4s;12s;18s]
GHAT[648;10],648,6,b,Cay,4,[2;2;2],solv,[6s;12s;18s]
GHAT[648;11],648,6,b,Cay,4,[2],solv,[12s;12s;36s]
GHAT[648;12],648,8,b,Cay,16,[2;2;8],solv,[12s;12s;36s]
GHAT[648;13],648,4,b,Cay,8,[4],solv,[4s;12s;36s]
GHAT[648;14],648,6,b,n-Cay,4,[2],solv,[12s;12s;36s]
GHAT[648;15],648,6,b,Cay,4,[2],solv,[12s;12c;12c]
GHAT[648;16],648,6,b,Cay,4,[2],solv,[12c;12c;12s]
GHAT[648;17],648,9,nb,Cay,4,[2;2],solv,[9s;24s;36s]
GHAT[648;18],648,8,nb,Cay,4,[2;2],solv,[8s;9s;36s]
GHAT[648;19],648,6,nb,Cay,4,[2;2],solv,[9s;12s;24s]
GHAT[648;20],648,3,nb,Cay,4,[2;2],solv,[3s;24s;36s]
GHAT[648;21],648,9,nb,Cay,4,[2;2],solv,[18s;24s;36s]
GHAT[648;22],648,8,nb,Cay,4,[2;2],solv,[8s;18s;36s]
GHAT[648;23],648,6,nb,Cay,4,[2;2],solv,[12s;18s;24s]
GHAT[648;24],648,6,nb,Cay,4,[2;2],solv,[6s;24s;36s]
GHAT[648;25],648,8,nb,Cay,4,[2;2],solv,[8s;9s;12s]
GHAT[648;26],648,8,nb,Cay,4,[2;2],solv,[8s;12s;18s]
GHAT[648;27],648,8,b,Cay,4,[2],solv,[8c;8c;18s]
GHAT[648;28],648,6,b,Cay,4,[2],solv,[6s;8c;8c]
GHAT[648;29],648,6,b,Cay,8,[2;2;4],solv,[8s;18s;72s]
GHAT[648;30],648,4,b,AbCay,8,[2;2;4],solv,[4s;36s;36s]
GHAT[648;31],648,6,b,Cay,8,[2;2;4],solv,[8s;36s;72s]
GHAT[648;32],648,8,b,Cay,8,[2;4],solv,[12s;18s;36s]
GHAT[648;33],648,6,b,Cay,4,[2],solv,[6s;72c;72c]
GHAT[648;34],648,6,b,Cay,8,[2;2;4],solv,[6s;72s;72s]
GHAT[648;35],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;24s]
GHAT[648;36],648,8,b,Cay,4,[2;2;2],solv,[8s;18s;72s]
GHAT[648;37],648,6,b,Cay,4,[2],solv,[6s;24c;24c]
GHAT[648;38],648,6,b,Cay,8,[2;2;4],solv,[12s;36s;36s]
GHAT[648;39],648,4,b,Cay,4,[2;2;2],solv,[4s;36s;36s]
GHAT[648;40],648,8,b,Cay,4,[2;2;2],solv,[12s;12s;12s]
GHAT[648;41],648,8,b,Cay,16,[2;2;8],solv,[12s;12s;24s]
GHAT[648;42],648,6,b,Cay,8,[2;2;4],solv,[12s;72s;72s]
GHAT[648;43],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[648;44],648,8,b,Cay,4,[2;2;2],solv,[8s;36s;72s]
GHAT[648;45],648,6,b,Cay,8,[2;4],solv,[6s;12s;12s]
GHAT[648;46],648,10,b,Cay,4,[2],solv,[12s;36s;36s]
GHAT[648;47],648,6,b,Cay,4,[2;2;2],solv,[6s;54s;108s]
GHAT[648;48],648,6,b,Cay,4,[2;2;2],solv,[12s;54s;54s]
GHAT[648;49],648,8,b,Cay,4,[2;2;2],solv,[18s;18s;36s]
GHAT[648;50],648,6,b,Cay,4,[2;2;2],solv,[12s;18s;18s]
GHAT[648;51],648,6,b,Cay,4,[2;2;2],solv,[6s;18s;36s]
GHAT[648;52],648,6,b,Cay,4,[2;2;2],solv,[6s;18s;36s]
GHAT[648;53],648,6,b,Cay,4,[2;2;2],solv,[6s;12s;18s]
GHAT[648;54],648,6,b,Cay,16,[2;2;8],solv,[6s;12s;18s]
GHAT[648;55],648,6,b,Cay,4,[2;2;2],solv,[12s;18s;18s]
GHAT[648;56],648,6,b,Cay,4,[2;2;2],solv,[6s;18s;36s]
GHAT[648;57],648,6,b,Cay,4,[2;2;2],solv,[6s;12s;18s]
GHAT[648;58],648,6,b,Cay,4,[2;2;2],solv,[6s;6s;36s]
GHAT[648;59],648,6,b,Cay,4,[2;2;2],solv,[6s;6s;12s]
GHAT[648;60],648,6,b,Cay,4,[2],solv,[6s;24c;24c]
GHAT[648;61],648,6,b,Cay,8,[2;2;4],solv,[6s;24s;24s]
GHAT[648;62],648,6,b,Cay,4,[2;2;2],solv,[6s;72s;72s]
GHAT[648;63],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;24s]
GHAT[648;64],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;24s]
GHAT[648;65],648,6,b,Cay,4,[2;2;2],solv,[6s;8s;24s]
GHAT[648;66],648,8,b,Cay,8,[2;2;4],solv,[12s;12s;12s]
GHAT[648;67],648,8,b,Cay,4,[2;2;2],solv,[12s;36s;36s]
GHAT[648;68],648,4,b,Cay,4,[2;2;2],solv,[4s;12s;12s]
GHAT[648;69],648,8,b,Cay,4,[2;2;2],solv,[12s;12s;12s]
GHAT[648;70],648,8,b,Cay,4,[2;2;2],solv,[12s;12s;12s]
GHAT[648;71],648,8,b,Cay,8,[2;2;4],solv,[12s;24s;24s]
GHAT[648;72],648,8,b,Cay,4,[2;2;2],solv,[12s;72s;72s]
GHAT[648;73],648,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[648;74],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[648;75],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[648;76],648,4,b,AbCay,4,[2;2;2],solv,[6s;216s;216s]
GHAT[648;77],648,4,b,AbCay,4,[2;2;2],solv,[18s;72s;72s]
GHAT[648;78],648,6,b,Cay,4,[2;2;2],solv,[6s;72s;72s]
GHAT[648;79],648,4,b,AbCay,4,[2;2;2],solv,[24s;54s;216s]
GHAT[648;80],648,8,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[648;81],648,6,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[648;82],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;72s]
GHAT[648;83],648,6,b,Cay,4,[2;2;2],solv,[6s;72s;72s]
GHAT[648;84],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;72s]
GHAT[648;85],648,6,b,Cay,16,[2;2;8],solv,[6s;24s;72s]
GHAT[648;86],648,6,b,Cay,4,[2;2;2],solv,[18s;24s;24s]
GHAT[648;87],648,8,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[648;88],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;24s]
GHAT[648;89],648,6,b,Cay,4,[2;2;2],solv,[24s;54s;216s]
GHAT[648;90],648,4,b,Circ,4,[2;2;2],solv,[8s;162s;648s]
GHAT[648;91],648,8,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[648;92],648,8,b,Cay,4,[2;2;2],solv,[18s;24s;24s]
GHAT[648;93],648,6,b,Cay,4,[2;2;2],solv,[6s;24s;72s]
GHAT[648;94],648,8,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[648;95],648,4,b,AbCay,4,[2;2;2],solv,[12s;108s;108s]
GHAT[648;96],648,8,b,Cay,4,[2;2;2],solv,[12s;36s;36s]
GHAT[648;97],648,8,b,Cay,4,[2;2;2],solv,[12s;36s;36s]
GHAT[648;98],648,8,b,Cay,4,[2;2;2],solv,[12s;12s;36s]
GHAT[648;99],648,4,b,AbCay,4,[2;2;2],solv,[12s;216s;216s]
GHAT[648;100],648,4,b,AbCay,4,[2;2;2],solv,[36s;72s;72s]
GHAT[648;101],648,8,b,Cay,4,[2;2;2],solv,[12s;72s;72s]
GHAT[648;102],648,4,b,AbCay,4,[2;2;2],solv,[24s;108s;216s]
GHAT[648;103],648,8,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[648;104],648,6,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[648;105],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;72s]
GHAT[648;106],648,8,b,Cay,4,[2;2;2],solv,[12s;72s;72s]
GHAT[648;107],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;72s]
GHAT[648;108],648,8,b,Cay,16,[2;2;8],solv,[12s;24s;72s]
GHAT[648;109],648,8,b,Cay,4,[2;2;2],solv,[24s;24s;36s]
GHAT[648;110],648,8,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[648;111],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[648;112],648,8,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[648;113],648,6,b,Cay,4,[2;2;2],solv,[24s;108s;216s]
GHAT[648;114],648,8,b,Cay,4,[2;2;2],solv,[24s;24s;36s]
GHAT[648;115],648,8,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[648;116],648,8,b,Cay,4,[2;2;2],solv,[12s;24s;72s]
GHAT[648;117],648,4,b,Circ,4,[2;2;2],solv,[8s;324s;648s]
GHAT[648;118],648,6,nb,Cay,4,[2;2],solv,[8s;81s;324s]
GHAT[648;119],648,6,nb,Cay,4,[2;2],solv,[8s;162s;324s]
GHAT[648;120],648,6,nb,Cay,4,[2;2],solv,[24s;27s;108s]
GHAT[648;121],648,6,nb,Cay,4,[2;2],solv,[24s;54s;108s]
GHAT[648;122],648,8,nb,Cay,4,[2;2],solv,[9s;36s;72s]
GHAT[648;123],648,8,nb,Cay,4,[2;2],solv,[18s;36s;72s]
GHAT[648;124],648,6,nb,Cay,4,[2;2],solv,[9s;24s;36s]
GHAT[648;125],648,6,nb,Cay,4,[2;2],solv,[18s;24s;36s]
GHAT[648;126],648,6,nb,Cay,4,[2;2],solv,[12s;27s;216s]
GHAT[648;127],648,6,nb,Cay,4,[2;2],solv,[12s;54s;216s]
GHAT[648;128],648,6,nb,Cay,4,[2;2],solv,[9s;12s;72s]
GHAT[648;129],648,6,nb,Cay,4,[2;2],solv,[12s;18s;72s]
GHAT[648;130],648,6,nb,Cay,4,[2;2],solv,[9s;12s;24s]
GHAT[648;131],648,6,nb,Cay,4,[2;2],solv,[12s;18s;24s]
GHAT[648;132],648,6,nb,Cay,4,[2;2],solv,[9s;24s;36s]
GHAT[648;133],648,6,nb,Cay,4,[2;2],solv,[18s;24s;36s]
GHAT[648;134],648,3,nb,Cay,4,[2;2],solv,[3s;24s;36s]
GHAT[648;135],648,6,nb,Cay,4,[2;2],solv,[6s;24s;36s]
GHAT[648;136],648,6,nb,Cay,4,[2;2],solv,[9s;12s;24s]
GHAT[648;137],648,6,nb,Cay,4,[2;2],solv,[12s;18s;24s]
GHAT[648;138],648,3,nb,Cay,4,[2;2],solv,[3s;12s;72s]
GHAT[648;139],648,6,nb,Cay,4,[2;2],solv,[6s;12s;72s]
GHAT[648;140],648,6,nb,Cay,4,[2;2],solv,[9s;12s;72s]
GHAT[648;141],648,6,nb,Cay,4,[2;2],solv,[12s;18s;72s]
GHAT[649;1],649,4,nb,Circ,4,[2;2],solv,[22s;118s;649s]
GHAT[650;1],650,4,b,Circ,4,[2;2;2],solv,[26s;50s;650s]
GHAT[650;2],650,4,b,AbCay,4,[2;2;2],solv,[10s;130s;130s]
GHAT[650;3],650,6,b,Cay,8,[2;4],solv,[10s;52s;130s]
GHAT[650;4],650,6,b,Cay,4,[2],solv,[26s;100c;100c]
GHAT[650;5],650,6,b,Cay,4,[2],solv,[10s;260c;260c]
GHAT[650;6],650,6,b,Cay,4,[2],solv,[20c;20c;130s]
GHAT[650;7],650,6,b,Cay,4,[2],solv,[20c;20c;130s]
GHAT[650;8],650,6,b,Cay,4,[2],solv,[50s;52c;52c]
GHAT[650;9],650,4,b,Circ,4,[2],solv,[4c;4c;650s]
GHAT[650;10],650,4,b,Circ,4,[2],solv,[4c;4c;650s]
GHAT[650;11],650,4,b,AbCay,4,[2],solv,[4c;4c;130s]
GHAT[651;1],651,4,nb,Circ,4,[2;2],solv,[42s;62s;651s]
GHAT[651;2],651,4,nb,Circ,4,[2;2],solv,[14s;186s;651s]
GHAT[651;3],651,4,nb,Circ,4,[2;2],solv,[6s;434s;651s]
GHAT[654;1],654,4,b,Circ,4,[2;2;2],solv,[6s;218s;654s]
GHAT[654;2],654,6,b,Cay,4,[2],solv,[12c;12c;218s]
GHAT[655;1],655,4,nb,Circ,4,[2;2],solv,[10s;262s;655s]
GHAT[656;1],656,6,b,Cay,4,[2],solv,[16c;16c;82s]
GHAT[656;2],656,4,b,Circ,4,[2;2;2],solv,[16s;82s;656s]
GHAT[656;3],656,6,b,Cay,4,[2],solv,[8c;8c;164s]
GHAT[656;4],656,4,b,AbCay,4,[2;2;2],solv,[8s;164s;328s]
GHAT[656;5],656,6,b,Cay,4,[2],solv,[16c;16c;164s]
GHAT[656;6],656,4,b,Circ,4,[2;2;2],solv,[16s;164s;656s]
GHAT[656;7],656,4,b,AbCay,4,[2;2;2],solv,[8s;164s;328s]
GHAT[656;8],656,4,b,AbCay,4,[2],solv,[4c;4c;164s]
GHAT[656;9],656,6,b,Cay,4,[2],solv,[8c;8c;164s]
GHAT[657;1],657,4,nb,Circ,4,[2;2],solv,[18s;146s;657s]
GHAT[657;2],657,4,nb,AbCay,4,[2;2],solv,[6s;219s;438s]
GHAT[658;1],658,4,b,Circ,4,[2;2;2],solv,[14s;94s;658s]
GHAT[660;1],660,8,nb,Cay,4,[2;2],solv,[30s;44s;165s]
GHAT[660;2],660,8,nb,Cay,4,[2;2],solv,[20s;66s;165s]
GHAT[660;3],660,6,nb,Cay,4,[2;2],solv,[6s;165s;220s]
GHAT[660;4],660,4,b,Circ,4,[2;2;2],solv,[22s;60s;660s]
GHAT[660;5],660,6,b,Cay,4,[2],solv,[10s;132c;132c]
GHAT[660;6],660,4,b,Circ,4,[2;2;2],solv,[10s;132s;660s]
GHAT[660;7],660,4,b,Circ,4,[2;2;2],solv,[12s;110s;660s]
GHAT[660;8],660,6,b,Cay,4,[2;2;2],solv,[60s;110s;132s]
GHAT[660;9],660,4,b,Circ,4,[2;2;2],solv,[6s;220s;660s]
GHAT[660;10],660,6,b,Cay,4,[2;2;2],solv,[60s;66s;220s]
GHAT[660;11],660,4,b,Circ,4,[2;2;2],solv,[20s;66s;660s]
GHAT[660;12],660,4,b,Circ,4,[2;2;2],solv,[30s;44s;660s]
GHAT[660;13],660,4,b,AbCay,4,[2;2;2],solv,[44s;60s;330s]
GHAT[660;14],660,6,b,Cay,4,[2;2;2],solv,[30s;132s;220s]
GHAT[660;15],660,4,b,AbCay,4,[2;2;2],solv,[12s;220s;330s]
GHAT[660;16],660,4,b,AbCay,4,[2;2;2],solv,[20s;132s;330s]
GHAT[660;17],660,5,nb,Cay,4,[2;2],n-solv,[5s;10s;12s]
GHAT[660;18],660,4,nb,Cay,4,[2;2],n-solv,[4s;5s;12s]
GHAT[660;19],660,3,nb,Cay,4,[2;2],n-solv,[3s;10s;12s]
GHAT[660;20],660,6,nb,Cay,4,[2;2],n-solv,[6s;10s;12s]
GHAT[660;21],660,9,nb,Cay,4,[2;2],n-solv,[11s;12s;22s]
GHAT[660;22],660,5,nb,Cay,4,[2;2],n-solv,[5s;10s;12s]
GHAT[660;23],660,4,nb,Cay,4,[2;2],n-solv,[4s;6s;10s]
GHAT[660;24],660,5,nb,Cay,4,[2;2],n-solv,[5s;6s;12s]
GHAT[660;25],660,3,nb,Cay,8,[2],n-solv,[3s;12s;20s]
GHAT[660;26],660,4,nb,Cay,4,[2;2],n-solv,[4s;5s;22s]
GHAT[660;27],660,6,nb,Cay,4,[2;2],n-solv,[6s;12s;22s]
GHAT[660;28],660,6,nb,Cay,8,[2],n-solv,[6s;10s;12s]
GHAT[660;29],660,8,nb,Cay,4,[2;2],n-solv,[10s;10s;11s]
GHAT[660;30],660,6,nb,Cay,4,[2;2],n-solv,[6s;11s;12s]
GHAT[660;31],660,3,nb,Cay,4,[2;2],n-solv,[3s;10s;22s]
GHAT[660;32],660,5,nb,Cay,4,[2;2],n-solv,[5s;10s;22s]
GHAT[660;33],660,4,nb,Cay,4,[2;2],n-solv,[4s;10s;11s]
GHAT[660;34],660,6,nb,Cay,4,[2;2],n-solv,[6s;10s;11s]
GHAT[660;35],660,4,b,n-Cay,4,[2],n-solv,[4s;10s;12s]
GHAT[660;36],660,4,b,n-Cay,4,[2],n-solv,[4s;10s;12s]
GHAT[660;37],660,4,b,n-Cay,4,[2],n-solv,[4s;10s;12s]
GHAT[660;38],660,8,b,n-Cay,4,[2],n-solv,[10s;10s;12s]
GHAT[660;39],660,10,b,n-Cay,4,[2],n-solv,[10s;10s;10s]
GHAT[660;40],660,6,b,n-Cay,4,[2],n-solv,[6s;10s;12s]
GHAT[660;41],660,4,b,n-Cay,4,[2],n-solv,[4s;6s;10s]
GHAT[660;42],660,8,b,n-Cay,8,[4],n-solv,[10s;10s;12s]
GHAT[660;43],660,6,b,n-Cay,8,[4],n-solv,[6s;10s;10s]
GHAT[660;44],660,8,b,n-Cay,4,[2],n-solv,[10s;12s;12s]
GHAT[660;45],660,6,b,n-Cay,8,[4],n-solv,[6s;10s;12s]
GHAT[660;46],660,4,b,n-Cay,4,[2],n-solv,[4s;10s;12s]
GHAT[660;47],660,6,nb,Cay,4,[2;2],n-solv,[6s;44s;55s]
GHAT[660;48],660,4,nb,Cay,4,[2;2],n-solv,[4s;55s;66s]
GHAT[660;49],660,6,b,n-Cay,8,[4],n-solv,[6s;66s;110s]
GHAT[660;50],660,8,b,n-Cay,4,[2],n-solv,[10s;44s;66s]
GHAT[660;51],660,6,b,n-Cay,4,[2],n-solv,[10s;66s;110s]
GHAT[660;52],660,6,nb,Cay,4,[2;2],n-solv,[10s;33s;110s]
GHAT[660;53],660,6,nb,Cay,4,[2;2],n-solv,[10s;55s;66s]
GHAT[660;54],660,6,nb,Cay,4,[2;2],n-solv,[6s;55s;110s]
GHAT[660;55],660,6,b,n-Cay,4,[2],n-solv,[6s;6s;10s]
GHAT[660;56],660,6,b,n-Cay,4,[2],n-solv,[6s;10s;22s]
GHAT[660;57],660,6,b,n-Cay,4,[2],n-solv,[6s;12s;22s]
GHAT[660;58],660,6,b,n-Cay,4,[2],n-solv,[6s;10s;12s]
GHAT[660;59],660,8,b,n-Cay,8,[4],n-solv,[10s;12s;22s]
GHAT[660;60],660,8,b,n-Cay,4,[2],n-solv,[10s;10s;22s]
GHAT[660;61],660,4,b,n-Cay,4,[2],n-solv,[4s;10s;22s]
GHAT[660;62],660,5,nb,Cay,8,[2],n-solv,[5s;6s;20s]
GHAT[660;63],660,6,nb,Cay,4,[2;2],n-solv,[6s;6s;10s]
GHAT[660;64],660,5,nb,Cay,8,[2],n-solv,[5s;10s;12s]
GHAT[660;65],660,6,b,n-Cay,8,[4],n-solv,[6s;12s;20s]
GHAT[660;66],660,6,b,n-Cay,8,[4],n-solv,[6s;12s;20s]
GHAT[660;67],660,8,b,n-Cay,8,[4],n-solv,[12s;20s;44s]
GHAT[660;68],660,6,b,n-Cay,8,[4],n-solv,[6s;20s;44s]
GHAT[663;1],663,4,nb,Circ,4,[2;2],solv,[34s;78s;663s]
GHAT[663;2],663,4,nb,Circ,4,[2;2],solv,[26s;102s;663s]
GHAT[663;3],663,4,nb,Circ,4,[2;2],solv,[6s;442s;663s]
GHAT[664;1],664,4,b,Circ,4,[2;2;2],solv,[8s;166s;664s]
GHAT[664;2],664,4,b,Circ,4,[2;2;2],solv,[8s;332s;664s]
GHAT[665;1],665,4,nb,Circ,4,[2;2],solv,[38s;70s;665s]
GHAT[665;2],665,4,nb,Circ,4,[2;2],solv,[14s;190s;665s]
GHAT[665;3],665,4,nb,Circ,4,[2;2],solv,[10s;266s;665s]
GHAT[666;1],666,6,b,Cay,8,[2;4],solv,[6s;148s;222s]
GHAT[666;2],666,4,b,AbCay,4,[2],solv,[4c;4c;222s]
GHAT[666;3],666,4,b,Circ,4,[2;2;2],solv,[18s;74s;666s]
GHAT[666;4],666,4,b,AbCay,4,[2;2;2],solv,[6s;222s;222s]
GHAT[666;5],666,6,b,Cay,4,[2],solv,[36c;36c;74s]
GHAT[667;1],667,4,nb,Circ,4,[2;2],solv,[46s;58s;667s]
GHAT[669;1],669,4,nb,Circ,4,[2;2],solv,[6s;446s;669s]
GHAT[670;1],670,4,b,Circ,4,[2;2;2],solv,[10s;134s;670s]
GHAT[670;2],670,6,b,Cay,4,[2],solv,[10s;268c;268c]
GHAT[671;1],671,4,nb,Circ,4,[2;2],solv,[22s;122s;671s]
GHAT[672;1],672,6,b,Cay,4,[2;2;2],solv,[6s;28s;42s]
GHAT[672;2],672,6,b,Cay,4,[2;2;2],solv,[8s;42s;42s]
GHAT[672;3],672,6,b,Cay,4,[2;2;2],solv,[6s;42s;56s]
GHAT[672;4],672,6,b,Cay,4,[2;2;2],solv,[6s;42s;56s]
GHAT[672;5],672,6,b,Cay,4,[2],solv,[8s;42c;42c]
GHAT[672;6],672,8,b,Cay,4,[2;2;2],solv,[24s;28s;168s]
GHAT[672;7],672,6,b,Cay,4,[2;2;2],solv,[6s;56s;168s]
GHAT[672;8],672,8,b,Cay,4,[2;2;2],solv,[24s;42s;56s]
GHAT[672;9],672,8,b,Cay,16,[2;2;8],solv,[8s;42s;168s]
GHAT[672;10],672,8,b,Cay,4,[2;2;2],solv,[12s;28s;84s]
GHAT[672;11],672,8,b,Cay,4,[2;2;2],solv,[24s;28s;168s]
GHAT[672;12],672,8,b,Cay,4,[2;2;2],solv,[12s;56s;168s]
GHAT[672;13],672,8,b,Cay,16,[2;2;8],solv,[8s;84s;168s]
GHAT[672;14],672,8,b,Cay,4,[2;2;2],solv,[24s;56s;84s]
GHAT[672;15],672,6,nb,Cay,4,[2;2],solv,[8s;21s;84s]
GHAT[672;16],672,6,nb,Cay,4,[2;2],solv,[8s;42s;84s]
GHAT[672;17],672,6,nb,Cay,4,[2;2],solv,[12s;21s;56s]
GHAT[672;18],672,6,nb,Cay,4,[2;2],solv,[12s;42s;56s]
GHAT[672;19],672,4,b,Circ,4,[2;2;2],solv,[14s;96s;672s]
GHAT[672;20],672,4,b,Circ,4,[2;2;2],solv,[6s;224s;672s]
GHAT[672;21],672,6,b,Cay,4,[2;2;2],solv,[42s;96s;224s]
GHAT[672;22],672,4,b,Circ,4,[2;2;2],solv,[32s;42s;672s]
GHAT[672;23],672,4,b,AbCay,4,[2;2;2],solv,[28s;48s;336s]
GHAT[672;24],672,4,b,AbCay,4,[2;2;2],solv,[12s;112s;336s]
GHAT[672;25],672,6,b,Cay,4,[2;2;2],solv,[48s;84s;112s]
GHAT[672;26],672,4,b,AbCay,4,[2;2;2],solv,[16s;84s;336s]
GHAT[672;27],672,4,b,Circ,4,[2;2;2],solv,[28s;96s;672s]
GHAT[672;28],672,4,b,Circ,4,[2;2;2],solv,[12s;224s;672s]
GHAT[672;29],672,6,b,Cay,4,[2;2;2],solv,[84s;96s;224s]
GHAT[672;30],672,4,b,Circ,4,[2;2;2],solv,[32s;84s;672s]
GHAT[672;31],672,4,b,AbCay,4,[2;2;2],solv,[8s;168s;168s]
GHAT[672;32],672,6,b,Cay,4,[2;2;2],solv,[24s;56s;168s]
GHAT[672;33],672,4,b,AbCay,4,[2;2;2],solv,[24s;56s;168s]
GHAT[672;34],672,6,b,Cay,4,[2;2;2],solv,[24s;56s;168s]
GHAT[672;35],672,6,b,Cay,8,[2;2;4],solv,[8s;84s;168s]
GHAT[672;36],672,4,b,AbCay,4,[2;2;2],solv,[8s;336s;336s]
GHAT[672;37],672,6,b,Cay,4,[2;2;2],solv,[48s;56s;336s]
GHAT[672;38],672,4,b,AbCay,4,[2;2;2],solv,[48s;56s;336s]
GHAT[672;39],672,4,b,AbCay,4,[2;2;2],solv,[24s;112s;336s]
GHAT[672;40],672,6,b,Cay,4,[2;2;2],solv,[48s;112s;168s]
GHAT[672;41],672,4,b,AbCay,4,[2;2;2],solv,[16s;168s;336s]
GHAT[672;42],672,6,b,Cay,4,[2;2;2],solv,[24s;112s;336s]
GHAT[672;43],672,6,b,Cay,4,[2;2;2],solv,[16s;168s;336s]
GHAT[672;44],672,6,b,Cay,4,[2;2;2],solv,[48s;112s;168s]
GHAT[672;45],672,6,b,Cay,4,[2;2;2],solv,[24s;28s;168s]
GHAT[672;46],672,6,b,Cay,4,[2;2;2],solv,[12s;56s;168s]
GHAT[672;47],672,6,b,Cay,4,[2;2;2],solv,[24s;56s;84s]
GHAT[672;48],672,6,b,Cay,4,[2;2;2],solv,[8s;84s;168s]
GHAT[672;49],672,6,b,Cay,4,[2;2;2],solv,[28s;48s;336s]
GHAT[672;50],672,6,b,Cay,4,[2;2;2],solv,[12s;112s;336s]
GHAT[672;51],672,6,b,Cay,4,[2;2;2],solv,[48s;84s;112s]
GHAT[672;52],672,6,b,Cay,4,[2;2;2],solv,[16s;84s;336s]
GHAT[672;53],672,6,b,Cay,8,[2;2;4],solv,[8s;168s;168s]
GHAT[672;54],672,6,b,Cay,4,[2;2;2],solv,[24s;56s;168s]
GHAT[672;55],672,8,b,Cay,4,[2;2;2],solv,[24s;28s;84s]
GHAT[672;56],672,8,b,Cay,4,[2;2;2],solv,[12s;28s;168s]
GHAT[672;57],672,8,b,Cay,4,[2;2;2],solv,[12s;56s;84s]
GHAT[672;58],672,8,b,Cay,4,[2;2;2],solv,[24s;56s;168s]
GHAT[672;59],672,6,b,Cay,16,[2;8],n-solv,[6s;32s;96s]
GHAT[672;60],672,8,b,Cay,8,[4],solv,[8s;42s;84s]
GHAT[672;61],672,6,b,Cay,8,[2;2;4],solv,[8s;84s;168s]
GHAT[672;62],672,8,b,Cay,4,[2;2;2],solv,[12s;56s;84s]
GHAT[672;63],672,6,b,Cay,8,[2;2;4],solv,[8s;84s;168s]
GHAT[672;64],672,8,b,Cay,4,[2;2;2],solv,[24s;56s;168s]
