name,|V|,gir,bip,CayTy,|A_v|,[|G_v|],solv,[|ConCyc|]
GHAT[468;6],468,6,nb,Cay,4,[2;2],solv,[6s;39s;156s]
GHAT[468;7],468,6,nb,Cay,4,[2;2],solv,[12s;39s;78s]
GHAT[468;8],468,4,b,Circ,4,[2;2;2],solv,[26s;36s;468s]
GHAT[468;9],468,6,b,Cay,4,[2],solv,[26s;36c;36c]
GHAT[468;10],468,4,b,AbCay,4,[2;2;2],solv,[6s;156s;156s]
GHAT[468;11],468,6,b,Cay,4,[2;2;2],solv,[12s;78s;156s]
GHAT[468;12],468,4,b,AbCay,4,[2;2;2],solv,[12s;78s;156s]
GHAT[468;13],468,4,b,Circ,4,[2;2;2],solv,[18s;52s;468s]
GHAT[468;14],468,4,b,AbCay,4,[2;2;2],solv,[36s;52s;234s]
GHAT[468;15],468,4,b,AbCay,4,[2;2;2],solv,[12s;78s;156s]
GHAT[468;16],468,8,b,Cay,4,[2],solv,[12c;12c;78s]
GHAT[469;1],469,4,nb,Circ,4,[2;2],solv,[14s;134s;469s]
GHAT[470;1],470,4,b,Circ,4,[2;2;2],solv,[10s;94s;470s]
GHAT[470;2],470,6,b,Cay,4,[2],solv,[10s;188c;188c]
GHAT[471;1],471,4,nb,Circ,4,[2;2],solv,[6s;314s;471s]
GHAT[472;1],472,4,b,Circ,4,[2;2;2],solv,[8s;118s;472s]
GHAT[472;2],472,4,b,Circ,4,[2;2;2],solv,[8s;236s;472s]
GHAT[473;1],473,4,nb,Circ,4,[2;2],solv,[22s;86s;473s]
GHAT[474;1],474,4,b,Circ,4,[2;2;2],solv,[6s;158s;474s]
GHAT[475;1],475,4,nb,Circ,4,[2;2],solv,[38s;50s;475s]
GHAT[475;2],475,4,nb,AbCay,4,[2;2],solv,[10s;95s;190s]
GHAT[476;1],476,4,b,Circ,4,[2;2;2],solv,[28s;34s;476s]
GHAT[476;2],476,6,b,Cay,4,[2],solv,[28c;28c;34s]
GHAT[476;3],476,4,b,Circ,4,[2;2;2],solv,[14s;68s;476s]
GHAT[476;4],476,4,b,AbCay,4,[2;2;2],solv,[28s;68s;238s]
GHAT[477;1],477,4,nb,Circ,4,[2;2],solv,[18s;106s;477s]
GHAT[477;2],477,4,nb,AbCay,4,[2;2],solv,[6s;159s;318s]
GHAT[480;1],480,8,b,Cay,4,[2;2;2],solv,[10s;12s;30s]
GHAT[480;2],480,6,b,Cay,24,[2],n-solv,[6s;10s;24s]
GHAT[480;3],480,6,b,Cay,4,[2;2;2],solv,[6s;20s;30s]
GHAT[480;4],480,6,b,Cay,4,[2;2;2],solv,[8s;30s;30s]
GHAT[480;5],480,6,b,Cay,4,[2;2;2],solv,[6s;30s;40s]
GHAT[480;6],480,6,b,Cay,4,[2;2;2],solv,[6s;30s;40s]
GHAT[480;7],480,6,b,Cay,4,[2],solv,[8s;30c;30c]
GHAT[480;8],480,8,b,Cay,24,[2;2;4],n-solv,[12s;12s;20s]
GHAT[480;9],480,8,b,Cay,4,[2;2;2],solv,[20s;24s;120s]
GHAT[480;10],480,6,b,Cay,4,[2],solv,[20s;24c;24c]
GHAT[480;11],480,6,b,Cay,4,[2;2;2],solv,[6s;40s;120s]
GHAT[480;12],480,8,b,Cay,16,[2;2;8],solv,[8s;30s;120s]
GHAT[480;13],480,8,b,Cay,4,[2;2;2],solv,[24s;30s;40s]
GHAT[480;14],480,8,b,Cay,4,[2;2;2],solv,[12s;20s;60s]
GHAT[480;15],480,8,b,Cay,4,[2],solv,[12c;12c;20s]
GHAT[480;16],480,8,b,Cay,4,[2;2;2],solv,[20s;24s;120s]
GHAT[480;17],480,8,b,Cay,4,[2],solv,[20s;24c;24c]
GHAT[480;18],480,8,b,Cay,4,[2;2;2],solv,[12s;40s;120s]
GHAT[480;19],480,8,b,Cay,4,[2;2;2],solv,[24s;40s;60s]
GHAT[480;20],480,8,b,Cay,16,[2;2;8],solv,[8s;60s;120s]
GHAT[480;21],480,6,nb,Cay,4,[2;2],solv,[8s;15s;60s]
GHAT[480;22],480,6,nb,Cay,4,[2;2],solv,[8s;30s;60s]
GHAT[480;23],480,6,nb,Cay,4,[2;2],solv,[12s;15s;40s]
GHAT[480;24],480,6,nb,Cay,4,[2;2],solv,[12s;30s;40s]
GHAT[480;25],480,4,b,Circ,4,[2;2;2],solv,[10s;96s;480s]
GHAT[480;26],480,6,b,Cay,4,[2],solv,[10s;96c;96c]
GHAT[480;27],480,4,b,Circ,4,[2;2;2],solv,[6s;160s;480s]
GHAT[480;28],480,4,b,Circ,4,[2;2;2],solv,[30s;32s;480s]
GHAT[480;29],480,6,b,Cay,4,[2;2;2],solv,[30s;96s;160s]
GHAT[480;30],480,4,b,AbCay,4,[2;2;2],solv,[20s;48s;240s]
GHAT[480;31],480,6,b,Cay,4,[2],solv,[20s;48c;48c]
GHAT[480;32],480,4,b,AbCay,4,[2;2;2],solv,[12s;80s;240s]
GHAT[480;33],480,4,b,AbCay,4,[2;2;2],solv,[16s;60s;240s]
GHAT[480;34],480,6,b,Cay,4,[2;2;2],solv,[48s;60s;80s]
GHAT[480;35],480,4,b,Circ,4,[2;2;2],solv,[20s;96s;480s]
GHAT[480;36],480,6,b,Cay,4,[2],solv,[20s;96c;96c]
GHAT[480;37],480,4,b,Circ,4,[2;2;2],solv,[12s;160s;480s]
GHAT[480;38],480,4,b,Circ,4,[2;2;2],solv,[32s;60s;480s]
GHAT[480;39],480,6,b,Cay,4,[2;2;2],solv,[60s;96s;160s]
GHAT[480;40],480,4,b,AbCay,4,[2;2;2],solv,[8s;120s;120s]
GHAT[480;41],480,6,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;42],480,4,b,AbCay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;43],480,6,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;44],480,6,b,Cay,8,[2;2;4],solv,[8s;60s;120s]
GHAT[480;45],480,4,b,AbCay,4,[2;2;2],solv,[8s;240s;240s]
GHAT[480;46],480,6,b,Cay,4,[2;2;2],solv,[40s;48s;240s]
GHAT[480;47],480,4,b,AbCay,4,[2;2;2],solv,[40s;48s;240s]
GHAT[480;48],480,4,b,AbCay,4,[2;2;2],solv,[24s;80s;240s]
GHAT[480;49],480,4,b,AbCay,4,[2;2;2],solv,[16s;120s;240s]
GHAT[480;50],480,6,b,Cay,4,[2;2;2],solv,[48s;80s;120s]
GHAT[480;51],480,6,b,Cay,4,[2;2;2],solv,[24s;80s;240s]
GHAT[480;52],480,6,b,Cay,4,[2;2;2],solv,[48s;80s;120s]
GHAT[480;53],480,6,b,Cay,4,[2;2;2],solv,[16s;120s;240s]
GHAT[480;54],480,6,b,Cay,4,[2;2;2],solv,[20s;24s;120s]
GHAT[480;55],480,6,b,Cay,4,[2],solv,[20s;24c;24c]
GHAT[480;56],480,6,b,Cay,4,[2;2;2],solv,[12s;40s;120s]
GHAT[480;57],480,6,b,Cay,4,[2;2;2],solv,[8s;60s;120s]
GHAT[480;58],480,6,b,Cay,4,[2;2;2],solv,[24s;40s;60s]
GHAT[480;59],480,6,b,Cay,4,[2;2;2],solv,[20s;48s;240s]
GHAT[480;60],480,6,b,Cay,4,[2],solv,[20s;48c;48c]
GHAT[480;61],480,6,b,Cay,4,[2;2;2],solv,[12s;80s;240s]
GHAT[480;62],480,6,b,Cay,4,[2;2;2],solv,[16s;60s;240s]
GHAT[480;63],480,6,b,Cay,4,[2;2;2],solv,[48s;60s;80s]
GHAT[480;64],480,8,b,Cay,4,[2],solv,[24c;24c;40s]
GHAT[480;65],480,6,b,Cay,8,[2;2;4],solv,[8s;120s;120s]
GHAT[480;66],480,6,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;67],480,8,b,Cay,4,[2],solv,[24c;24c;40s]
GHAT[480;68],480,8,b,Cay,4,[2;2;2],solv,[20s;24s;60s]
GHAT[480;69],480,8,b,Cay,4,[2;2;2],solv,[12s;20s;120s]
GHAT[480;70],480,8,b,Cay,4,[2;2;2],solv,[12s;40s;60s]
GHAT[480;71],480,6,b,Cay,4,[2],solv,[12c;12c;40s]
GHAT[480;72],480,8,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;73],480,6,b,Cay,4,[2],solv,[24c;24c;40s]
GHAT[480;74],480,8,b,Cay,8,[4],solv,[8s;30s;60s]
GHAT[480;75],480,6,b,Cay,8,[2;2;4],solv,[8s;60s;120s]
GHAT[480;76],480,8,b,Cay,4,[2;2;2],solv,[12s;40s;60s]
GHAT[480;77],480,8,b,Cay,4,[2],solv,[12c;12c;40s]
GHAT[480;78],480,6,b,Cay,8,[2;2;4],solv,[8s;60s;120s]
GHAT[480;79],480,8,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;80],480,8,b,Cay,4,[2],solv,[24c;24c;40s]
GHAT[480;81],480,8,b,Cay,4,[2;2;2],solv,[12s;40s;60s]
GHAT[480;82],480,6,b,Cay,4,[2],solv,[12c;12c;40s]
GHAT[480;83],480,8,b,Cay,4,[2;2;2],solv,[24s;40s;120s]
GHAT[480;84],480,6,b,Cay,4,[2],solv,[24c;24c;40s]
GHAT[480;85],480,6,b,Cay,4,[2;2;2],solv,[12s;40s;60s]
GHAT[480;86],480,8,b,Cay,4,[2;2;2],solv,[8s;60s;60s]
GHAT[480;87],480,8,b,Cay,4,[2;2;2],solv,[12s;40s;60s]
GHAT[480;88],480,6,b,Cay,4,[2;2;2],solv,[12s;20s;120s]
GHAT[480;89],480,4,b,Cay,4,[2;2;2],solv,[4s;60s;120s]
GHAT[480;90],480,8,b,Cay,4,[2;2;2],solv,[20s;24s;60s]
GHAT[480;91],480,6,b,Cay,4,[2;2;2],solv,[6s;40s;60s]
GHAT[480;92],480,8,b,Cay,4,[2;2;2],solv,[8s;30s;60s]
GHAT[480;93],480,8,b,Cay,4,[2;2;2],solv,[12s;30s;40s]
GHAT[480;94],480,6,b,Cay,4,[2;2;2],solv,[6s;20s;120s]
GHAT[480;95],480,4,b,Cay,4,[2;2;2],solv,[4s;30s;120s]
GHAT[480;96],480,8,b,Cay,4,[2;2;2],solv,[20s;24s;30s]
GHAT[480;97],480,6,b,n-Cay,4,[2],solv,[8s;240s;240s]
GHAT[480;98],480,8,nb,Cay,4,[2;2],solv,[8s;15s;30s]
GHAT[480;99],480,8,nb,Cay,4,[2;2],solv,[8s;30s;30s]
GHAT[480;100],480,8,b,n-Cay,8,[4],solv,[8s;30s;60s]
GHAT[480;101],480,8,b,n-Cay,16,[8],solv,[8s;30s;120s]
GHAT[480;102],480,8,nb,Cay,4,[2;2],solv,[10s;15s;24s]
GHAT[480;103],480,8,nb,Cay,4,[2;2],solv,[10s;24s;30s]
GHAT[480;104],480,4,nb,Cay,4,[2;2],solv,[4s;15s;60s]
GHAT[480;105],480,4,nb,Cay,4,[2;2],solv,[4s;30s;60s]
GHAT[480;106],480,8,nb,Cay,16,[2;8],solv,[8s;15s;60s]
GHAT[480;107],480,8,nb,Cay,16,[2;8],solv,[8s;30s;60s]
GHAT[480;108],480,8,b,n-Cay,16,[8],solv,[8s;60s;120s]
GHAT[480;109],480,8,nb,Cay,4,[2;2],solv,[12s;15s;20s]
GHAT[480;110],480,8,nb,Cay,4,[2;2],solv,[12s;20s;30s]
GHAT[480;111],480,8,nb,Cay,4,[2;2],solv,[15s;20s;24s]
GHAT[480;112],480,8,nb,Cay,4,[2;2],solv,[20s;24s;30s]
GHAT[480;113],480,5,nb,n-Cay,4,[2],n-solv,[5s;6s;10s]
GHAT[480;114],480,5,nb,n-Cay,4,[2],n-solv,[5c;5c;12s]
GHAT[480;115],480,5,nb,n-Cay,8,[4],n-solv,[5s;6s;12s]
GHAT[480;116],480,4,b,Cay,4,[2;2;2],n-solv,[4s;20s;24s]
GHAT[480;117],480,6,b,Cay,8,[2;2;4],n-solv,[6s;20s;24s]
GHAT[480;118],480,8,b,Cay,4,[2;2;2],n-solv,[8s;10s;24s]
GHAT[480;119],480,6,b,Cay,8,[2;2;4],n-solv,[6s;24s;40s]
GHAT[480;120],480,8,b,Cay,4,[2;2;2],n-solv,[8s;12s;20s]
GHAT[480;121],480,6,b,Cay,8,[2;2;4],n-solv,[6s;12s;40s]
GHAT[480;122],480,4,b,Cay,4,[2;2;2],n-solv,[4s;12s;20s]
GHAT[480;123],480,4,b,Cay,4,[2;2;2],n-solv,[4s;10s;24s]
GHAT[480;124],480,8,b,Cay,8,[2;2;4],n-solv,[12s;20s;24s]
GHAT[480;125],480,8,b,Cay,4,[2;2;2],n-solv,[8s;20s;24s]
GHAT[480;126],480,8,b,Cay,8,[2;2;4],n-solv,[12s;24s;40s]
GHAT[480;127],480,8,b,Cay,4,[2;2;2],n-solv,[8s;10s;12s]
GHAT[480;128],480,8,b,Cay,8,[2;2;4],n-solv,[12s;12s;40s]
GHAT[480;129],480,4,b,Cay,4,[2;2;2],n-solv,[4s;6s;40s]
GHAT[480;130],480,8,b,Cay,4,[2;2;2],n-solv,[8s;24s;40s]
GHAT[480;131],480,6,b,Cay,4,[2;2;2],n-solv,[6s;8s;20s]
GHAT[480;132],480,8,b,Cay,4,[2;2;2],n-solv,[8s;12s;20s]
GHAT[480;133],480,6,b,Cay,4,[2;2;2],n-solv,[6s;8s;40s]
GHAT[480;134],480,4,b,Cay,4,[2;2;2],n-solv,[4s;24s;40s]
GHAT[480;135],480,4,b,Cay,4,[2;2;2],n-solv,[4s;12s;40s]
GHAT[480;136],480,8,b,Cay,4,[2;2;2],n-solv,[8s;24s;40s]
GHAT[480;137],480,8,b,Cay,4,[2;2;2],n-solv,[8s;12s;20s]
GHAT[480;138],480,8,b,Cay,4,[2;2;2],n-solv,[8s;12s;20s]
GHAT[480;139],480,8,b,Cay,4,[2;2;2],n-solv,[8s;12s;40s]
GHAT[480;140],480,4,b,Cay,4,[2;2;2],n-solv,[4s;24s;40s]
GHAT[480;141],480,6,b,n-Cay,8,[4],n-solv,[6s;48s;80s]
GHAT[480;142],480,8,b,n-Cay,4,[2],n-solv,[10s;16s;48s]
GHAT[480;143],480,6,b,n-Cay,8,[4],n-solv,[6s;48s;80s]
GHAT[480;144],480,8,b,n-Cay,4,[2],n-solv,[10s;16s;48s]
GHAT[480;145],480,6,b,n-Cay,4,[2],n-solv,[6s;48s;48s]
GHAT[480;146],480,8,b,n-Cay,4,[2],n-solv,[16s;20s;48s]
GHAT[480;147],480,8,b,n-Cay,4,[2],n-solv,[16s;20s;48s]
GHAT[480;148],480,6,b,Cay,4,[2;2;2],n-solv,[10s;24s;40s]
GHAT[480;149],480,6,b,Cay,4,[2;2;2],n-solv,[20s;24s;40s]
GHAT[480;150],480,6,b,Cay,4,[2;2;2],n-solv,[12s;20s;20s]
GHAT[480;151],480,8,b,Cay,4,[2;2;2],n-solv,[20s;24s;40s]
GHAT[480;152],480,8,b,Cay,4,[2;2;2],n-solv,[10s;24s;40s]
GHAT[480;153],480,8,b,Cay,4,[2;2;2],n-solv,[10s;12s;20s]
GHAT[480;154],480,6,b,n-Cay,4,[2],n-solv,[10s;48s;80s]
GHAT[480;155],480,6,b,n-Cay,4,[2],n-solv,[10s;48s;80s]
GHAT[480;156],480,6,b,n-Cay,4,[2],n-solv,[20s;48s;80s]
GHAT[480;157],480,6,b,n-Cay,4,[2],n-solv,[20s;48s;80s]
GHAT[480;158],480,8,b,n-Cay,4,[2],n-solv,[12s;80s;80s]
GHAT[480;159],480,8,nb,Cay,8,[4],solv,[8s;15s;30s]
GHAT[481;1],481,4,nb,Circ,4,[2;2],solv,[26s;74s;481s]
GHAT[482;1],482,4,b,Circ,4,[2],solv,[4c;4c;482s]
GHAT[483;1],483,4,nb,Circ,4,[2;2],solv,[42s;46s;483s]
GHAT[483;2],483,4,nb,Circ,4,[2;2],solv,[14s;138s;483s]
GHAT[483;3],483,4,nb,Circ,4,[2;2],solv,[6s;322s;483s]
GHAT[484;1],484,4,b,AbCay,8,[2;2;4],solv,[4s;22s;44s]
GHAT[484;2],484,8,b,n-Cay,4,[2],solv,[8c;8c;22s]
GHAT[484;3],484,4,b,AbCay,4,[2;2;2],solv,[22s;44s;44s]
GHAT[485;1],485,4,nb,Circ,4,[2;2],solv,[10s;194s;485s]
GHAT[486;1],486,8,nb,Cay,8,[4],solv,[9s;12s;18s]
GHAT[486;2],486,4,nb,Cay,8,[4],solv,[4s;9s;18s]
GHAT[486;3],486,6,nb,n-Cay,4,[2],solv,[9s;9s;12s]
GHAT[486;4],486,6,b,Cay,8,[2;4],solv,[12s;18s;18s]
GHAT[486;5],486,6,b,Cay,8,[2;4],solv,[6s;6s;12s]
GHAT[486;6],486,8,b,Cay,4,[2],solv,[12s;12s;18s]
GHAT[486;7],486,4,b,Cay,4,[2],solv,[4s;6s;12s]
GHAT[486;8],486,6,b,Cay,8,[2;4],solv,[6s;12s;18s]
GHAT[486;9],486,6,b,Cay,8,[2;4],solv,[6s;12s;18s]
GHAT[486;10],486,4,b,Cay,4,[2],solv,[4s;12s;18s]
GHAT[486;11],486,8,b,Cay,4,[2],solv,[12c;12c;18s]
GHAT[486;12],486,8,b,Cay,4,[2],solv,[12c;12c;18s]
GHAT[486;13],486,8,b,Cay,4,[2],solv,[12c;12c;18s]
GHAT[486;14],486,4,b,Cay,4,[2],solv,[4s;12s;18s]
GHAT[486;15],486,8,b,Cay,8,[2;4],solv,[12s;18s;18s]
GHAT[486;16],486,4,b,Cay,4,[2],solv,[4s;12s;18s]
GHAT[486;17],486,8,b,Cay,8,[2;4],solv,[12s;18s;18s]
GHAT[486;18],486,6,b,Cay,8,[2;4],solv,[6s;54s;108s]
GHAT[486;19],486,6,b,Cay,8,[2;4],solv,[6s;18s;36s]
GHAT[486;20],486,6,b,Cay,4,[2],solv,[6s;108s;108s]
GHAT[486;21],486,4,b,AbCay,4,[2;2;2],solv,[6s;162s;162s]
GHAT[486;22],486,4,b,AbCay,4,[2;2;2],solv,[18s;54s;54s]
GHAT[486;23],486,6,b,Cay,4,[2;2;2],solv,[6s;54s;54s]
GHAT[486;24],486,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[486;25],486,6,b,Cay,4,[2;2;2],solv,[6s;54s;54s]
GHAT[486;26],486,6,b,Cay,4,[2;2;2],solv,[6s;54s;54s]
GHAT[486;27],486,6,b,Cay,16,[2;2;8],solv,[6s;18s;18s]
GHAT[486;28],486,6,b,Cay,4,[2;2;2],solv,[18s;18s;18s]
GHAT[486;29],486,8,b,Cay,4,[2;2;2],solv,[18s;18s;18s]
GHAT[486;30],486,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[486;31],486,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[486;32],486,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[486;33],486,6,b,Cay,4,[2;2;2],solv,[6s;6s;18s]
GHAT[486;34],486,6,b,Cay,4,[2;2;2],solv,[18s;18s;18s]
GHAT[486;35],486,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[486;36],486,6,b,Cay,4,[2;2;2],solv,[6s;6s;18s]
GHAT[486;37],486,6,b,Cay,4,[2;2;2],solv,[6s;6s;18s]
GHAT[486;38],486,8,b,Cay,4,[2],solv,[18s;18c;18c]
GHAT[488;1],488,4,b,Circ,4,[2;2;2],solv,[8s;122s;488s]
GHAT[488;2],488,6,b,Cay,4,[2],solv,[8c;8c;122s]
GHAT[488;3],488,4,b,AbCay,4,[2],solv,[4c;4c;244s]
GHAT[488;4],488,4,b,Circ,4,[2;2;2],solv,[8s;244s;488s]
GHAT[488;5],488,6,b,Cay,4,[2],solv,[8c;8c;244s]
GHAT[489;1],489,4,nb,Circ,4,[2;2],solv,[6s;326s;489s]
GHAT[490;1],490,6,b,Cay,8,[2;4],solv,[14s;20s;70s]
GHAT[490;2],490,4,b,AbCay,4,[2],solv,[4c;4c;70s]
GHAT[490;3],490,4,b,AbCay,4,[2;2;2],solv,[14s;70s;70s]
GHAT[490;4],490,4,b,Circ,4,[2;2;2],solv,[10s;98s;490s]
GHAT[490;5],490,6,b,Cay,4,[2],solv,[10s;196c;196c]
GHAT[492;1],492,6,nb,Cay,4,[2;2],solv,[6s;123s;164s]
GHAT[492;2],492,4,b,Circ,4,[2;2;2],solv,[12s;82s;492s]
GHAT[492;3],492,6,b,Cay,4,[2],solv,[12c;12c;82s]
GHAT[492;4],492,4,b,Circ,4,[2;2;2],solv,[6s;164s;492s]
GHAT[492;5],492,4,b,AbCay,4,[2;2;2],solv,[12s;164s;246s]
GHAT[493;1],493,4,nb,Circ,4,[2;2],solv,[34s;58s;493s]
GHAT[494;1],494,4,b,Circ,4,[2;2;2],solv,[26s;38s;494s]
GHAT[494;2],494,6,b,Cay,4,[2],solv,[26s;76c;76c]
GHAT[495;1],495,4,nb,Circ,4,[2;2],solv,[22s;90s;495s]
GHAT[495;2],495,4,nb,Circ,4,[2;2],solv,[10s;198s;495s]
GHAT[495;3],495,4,nb,Circ,4,[2;2],solv,[18s;110s;495s]
GHAT[495;4],495,4,nb,AbCay,4,[2;2],solv,[6s;165s;330s]
GHAT[495;5],495,4,nb,AbCay,4,[2;2],solv,[30s;66s;165s]
GHAT[495;6],495,6,nb,n-Cay,8,[4],n-solv,[6s;15s;33s]
GHAT[496;1],496,4,b,Circ,4,[2;2;2],solv,[16s;62s;496s]
GHAT[496;2],496,4,b,AbCay,4,[2;2;2],solv,[8s;124s;248s]
GHAT[496;3],496,4,b,Circ,4,[2;2;2],solv,[16s;124s;496s]
GHAT[496;4],496,4,b,AbCay,4,[2;2;2],solv,[8s;124s;248s]
GHAT[497;1],497,4,nb,Circ,4,[2;2],solv,[14s;142s;497s]
GHAT[498;1],498,4,b,Circ,4,[2;2;2],solv,[6s;166s;498s]
GHAT[500;1],500,4,b,Cay,4,[2;2;2],solv,[4s;10s;20s]
GHAT[500;2],500,6,b,Cay,8,[2;2;4],solv,[10s;20s;20s]
GHAT[500;3],500,8,b,n-Cay,8,[4],solv,[10s;40c;40c]
GHAT[500;4],500,8,b,Cay,8,[2;2;4],solv,[10s;20s;20s]
GHAT[500;5],500,4,b,Cay,4,[2;2;2],solv,[4s;10s;20s]
GHAT[500;6],500,8,b,Cay,4,[2;2;2],solv,[10s;20s;20s]
GHAT[500;7],500,8,b,n-Cay,8,[4],solv,[8c;8c;10s]
GHAT[500;8],500,4,b,AbCay,4,[2;2;2],solv,[10s;100s;100s]
GHAT[500;9],500,6,b,Cay,4,[2],solv,[10s;100c;100c]
GHAT[500;10],500,6,b,Cay,4,[2],solv,[20c;20c;50s]
GHAT[500;11],500,6,b,Cay,4,[2],solv,[10s;20c;20c]
GHAT[500;12],500,4,b,AbCay,4,[2;2;2],solv,[20s;50s;100s]
GHAT[500;13],500,8,b,Cay,4,[2;2;2],solv,[10s;20s;20s]
GHAT[500;14],500,4,b,AbCay,4,[2],solv,[4c;4c;250s]
GHAT[500;15],500,4,b,AbCay,4,[2],solv,[4c;4c;50s]
GHAT[500;16],500,8,b,Cay,4,[2],solv,[10s;20c;20c]
GHAT[500;17],500,4,b,AbCay,4,[2;2;2],solv,[20s;50s;100s]
GHAT[501;1],501,4,nb,Circ,4,[2;2],solv,[6s;334s;501s]
GHAT[504;1],504,6,b,Cay,4,[2],solv,[6s;56c;56c]
GHAT[504;2],504,6,b,Cay,8,[2;2;4],solv,[6s;56s;168s]
GHAT[504;3],504,8,b,Cay,4,[2;2;2],solv,[8s;42s;56s]
GHAT[504;4],504,6,b,Cay,8,[2;2;4],solv,[12s;28s;84s]
GHAT[504;5],504,4,b,Cay,4,[2;2;2],solv,[4s;28s;84s]
GHAT[504;6],504,6,b,Cay,8,[2;2;4],solv,[12s;56s;168s]
GHAT[504;7],504,8,b,Cay,4,[2;2;2],solv,[8s;56s;84s]
GHAT[504;8],504,8,b,Cay,4,[2;2;2],solv,[18s;28s;126s]
GHAT[504;9],504,6,b,Cay,4,[2;2;2],solv,[6s;42s;84s]
GHAT[504;10],504,6,b,Cay,4,[2;2;2],solv,[6s;42s;84s]
GHAT[504;11],504,6,b,Cay,4,[2;2;2],solv,[12s;42s;42s]
GHAT[504;12],504,4,b,Circ,4,[2;2;2],solv,[14s;72s;504s]
GHAT[504;13],504,4,b,AbCay,4,[2;2;2],solv,[6s;168s;168s]
GHAT[504;14],504,6,b,Cay,4,[2;2;2],solv,[24s;42s;168s]
GHAT[504;15],504,4,b,AbCay,4,[2;2;2],solv,[24s;42s;168s]
GHAT[504;16],504,4,b,Circ,4,[2;2;2],solv,[18s;56s;504s]
GHAT[504;17],504,6,b,Cay,4,[2;2;2],solv,[56s;72s;126s]
GHAT[504;18],504,4,b,Circ,4,[2;2;2],solv,[8s;126s;504s]
GHAT[504;19],504,6,b,Cay,4,[2;2;2],solv,[24s;42s;168s]
GHAT[504;20],504,4,b,AbCay,4,[2;2;2],solv,[28s;36s;252s]
GHAT[504;21],504,4,b,AbCay,4,[2;2;2],solv,[12s;84s;84s]
GHAT[504;22],504,4,b,Circ,4,[2;2;2],solv,[28s;72s;504s]
GHAT[504;23],504,4,b,AbCay,4,[2;2;2],solv,[12s;168s;168s]
GHAT[504;24],504,6,b,Cay,4,[2;2;2],solv,[24s;84s;168s]
GHAT[504;25],504,4,b,AbCay,4,[2;2;2],solv,[24s;84s;168s]
GHAT[504;26],504,6,b,Cay,4,[2;2;2],solv,[24s;84s;168s]
GHAT[504;27],504,4,b,Circ,4,[2;2;2],solv,[36s;56s;504s]
GHAT[504;28],504,4,b,Circ,4,[2;2;2],solv,[8s;252s;504s]
GHAT[504;29],504,6,b,Cay,4,[2;2;2],solv,[56s;72s;252s]
GHAT[504;30],504,6,b,Cay,16,[2;8],n-solv,[6s;24s;24s]
GHAT[504;31],504,6,nb,Cay,4,[2;2],solv,[8s;63s;252s]
GHAT[504;32],504,6,nb,Cay,4,[2;2],solv,[8s;126s;252s]
GHAT[504;33],504,8,nb,Cay,4,[2;2],solv,[36s;56s;63s]
GHAT[504;34],504,8,nb,Cay,4,[2;2],solv,[36s;56s;126s]
GHAT[504;35],504,6,nb,Cay,4,[2;2],solv,[21s;24s;84s]
GHAT[504;36],504,6,nb,Cay,4,[2;2],solv,[24s;42s;84s]
GHAT[504;37],504,6,nb,Cay,4,[2;2],solv,[12s;21s;168s]
GHAT[504;38],504,6,nb,Cay,4,[2;2],solv,[12s;42s;168s]
GHAT[504;39],504,4,b,n-Cay,4,[2],n-solv,[4s;6s;24s]
GHAT[504;40],504,6,b,Cay,8,[4],n-solv,[6s;8s;24s]
GHAT[504;41],504,6,b,n-Cay,4,[2],n-solv,[6s;6s;24s]
GHAT[504;42],504,6,b,n-Cay,8,[4],n-solv,[6s;24s;42s]
GHAT[504;43],504,8,nb,Cay,4,[2;2],n-solv,[12s;14s;24s]
GHAT[504;44],504,3,nb,Cay,4,[2;2],n-solv,[3s;14s;24s]
GHAT[504;45],504,6,nb,Cay,4,[2;2],n-solv,[6s;8s;12s]
GHAT[504;46],504,6,nb,Cay,4,[2;2],n-solv,[6s;14s;21s]
GHAT[504;47],504,6,nb,Cay,4,[2;2],n-solv,[6s;21s;24s]
GHAT[504;48],504,6,nb,Cay,4,[2;2],n-solv,[6s;12s;24s]
GHAT[504;49],504,3,nb,Cay,4,[2;2],n-solv,[3s;8s;24s]
GHAT[504;50],504,4,nb,Cay,4,[2;2],n-solv,[4s;21s;24s]
GHAT[504;51],504,8,nb,Cay,4,[2;2],n-solv,[8s;12s;42s]
GHAT[504;52],504,3,nb,Cay,4,[2;2],n-solv,[3s;8s;42s]
GHAT[504;53],504,6,nb,Cay,4,[2;2],n-solv,[6s;21s;42s]
GHAT[504;54],504,6,nb,Cay,4,[2;2],n-solv,[6s;8s;21s]
